tranche,file,sha256,bytes,pages,source,origin,level,result,code,ms,out_bytes,verified
safedocs,0480-0480597.pdf,0f8a3b4333750deb240c465dc538d20e0f9a588fbb468df881be949dfe43b493,104283,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480597.pdf,2b,converted,,31,556265,
safedocs,0480-0480598.pdf,0f8a3b4556f55e97f5e87b1b77310436e21ac4ec292a1cee07792eaf7c9512f5,68888,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480598.pdf,2b,converted,,15,74684,
safedocs,0480-0480601.pdf,0f8a4010a9e869ed6acb1cfc108e32e3d9ac9ee064825c785dadfc8507ff2085,350543,8,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480601.pdf,2b,converted,,94,600405,
safedocs,0480-0480602.pdf,0f8a44341ad32e9b8e2c4481ce94472c3527e377f5df747dd2742137be688e59,242012,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480602.pdf,2b,converted,,53,230074,
safedocs,0480-0480603.pdf,0f8a4714b4c3ae19fb6635b50d8df3366c93ccbf5a260342349d1c18bc0df1cd,20467,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480603.pdf,2b,converted,,37,410874,
safedocs,0480-0480604.pdf,0f8a484b41afb758f888f18043ebc66a47304733a656ce62953c8afb86b17d8c,442006,6,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480604.pdf,2b,converted,,117,464976,
safedocs,0480-0480606.pdf,0f8a4cbd6dbe98fc8b59f5dd3d7670d252fd39ea0d3d411f94b4aefe7bdf535d,55176,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480606.pdf,2b,converted,,27,58454,
safedocs,0480-0480610.pdf,0f8a5028165a90643f538bafb96e730d744795dd0ad3b0d4b9126915e3a01525,262594,13,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480610.pdf,2b,converted,,86,520679,
safedocs,0480-0480611.pdf,0f8a52d689eb660eb75bf2a5bbe11681574f2067f457bb4c2d823cf4f2207327,14991,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480611.pdf,2b,converted,,11,22701,pass
safedocs,0480-0480612.pdf,0f8a5742cb2bc09036952330f581ccee601c119a1813b15d3372a928db8d2257,318622,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480612.pdf,2b,converted,,70,716560,
safedocs,0480-0480613.pdf,0f8a5a4ecd6f6cb8baedabbf7c98ad05babdeb9f469a72fd101a904332aae5c2,146169,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480613.pdf,2b,converted,,72,796731,
safedocs,0480-0480617.pdf,0f8a6595c1d381370bcf259fcc5df57932764dd962937e501af9bee1ca200afd,90416,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480617.pdf,2b,converted,,52,99703,
safedocs,0480-0480619.pdf,0f8a6b49160c31a28adcba359c0456ec3325bf2999fad45bbc1b44b01f2b5cf8,271514,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480619.pdf,2b,converted,,11,279044,
safedocs,0480-0480621.pdf,0f8a7025eef7d463bfe59fd47725a7f3affeaa71aab1a280f43260c2e3d45135,199843,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480621.pdf,2b,converted,,44,195701,
safedocs,0480-0480622.pdf,0f8a70efc8c6dd491dd148e041b4d8b3b1aedaaa1421dd564d52c92a1cf1b177,81254,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480622.pdf,2b,converted,,48,88351,
safedocs,0480-0480624.pdf,0f8a7346393998d89c52ba9c84185bdf982118d3fda6cab47caa231cb6bd2824,120933,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480624.pdf,2b,converted,,41,759224,
safedocs,0480-0480625.pdf,0f8a770bd6c00d0de03a43c98796e08825fd83c0535b71f8689da7536e3b821b,180195,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480625.pdf,2b,converted,,27,183717,
safedocs,0480-0480627.pdf,0f8a78f238d014290ea9923c632b9c8f0e44547b323160ea8534298f53d85a35,394871,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480627.pdf,2b,converted,,30,145406,
safedocs,0480-0480629.pdf,0f8a7b5b26555400cc6d2b9f041c616e6f097c09cbd86578c6a89c8ff36da762,372196,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480629.pdf,2b,converted,,15,375618,pass
safedocs,0480-0480630.pdf,0f8a7b683cc4229c42ed7fc2b6331c5a12372a51b8857eb15f09963acb20ac06,181491,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480630.pdf,2b,converted,,32,188592,
safedocs,0480-0480631.pdf,0f8a7e81565891c531d37a0d5815453cdbb062dd0f1be5f442e9ae6283890351,479317,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480631.pdf,2b,converted,,94,924632,
safedocs,0480-0480632.pdf,0f8a81938fce8ddc904dcaf69c582f9c6906bfa717d45459bfb823c8765b56e9,134046,5,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480632.pdf,2b,converted,,55,385440,
safedocs,0480-0480633.pdf,0f8a82caef86c39a711555a3fa91ca75aafa95cffe34b113bc11e1c76641501e,102224,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480633.pdf,2b,converted,,19,107131,
safedocs,0480-0480635.pdf,0f8a85f45cbae362315b48587528624a7ebb65de3f48922e8bcdc187a775f62a,380653,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480635.pdf,2b,converted,,66,617036,
safedocs,0480-0480636.pdf,0f8a886fb0cc483b3d2480a84396a7dd1385ac0efd6625b9117b26bb1d357ac6,41187,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480636.pdf,2b,converted,,36,423861,
safedocs,0480-0480637.pdf,0f8a8b8568bedd809d9bc053218508dd97cb2d0dc6c4c3bea82c0019dfe21c5d,182692,22,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480637.pdf,2b,converted,,100,708288,
safedocs,0480-0480639.pdf,0f8a8d52d356d6a123d2e9b58f2ca87e51734a784effdae140ac3c6d102ef987,59747,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480639.pdf,2b,converted,,37,62296,
safedocs,0480-0480641.pdf,0f8a905499c18c9d7636d9007946a069ea4baf0523df4c25764d0376f74adfc6,119616,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480641.pdf,2b,converted,,26,99521,
safedocs,0480-0480643.pdf,0f8a97c90440fb2894afeeb4b3396a45864c2a1b280270edeb77eff11fd0a97e,380297,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480643.pdf,2b,converted,,105,670552,pass
safedocs,0480-0480645.pdf,0f8a9cad5e6a2e8381518f87bde637a5a2efe838c8d25cd7aebe0d29c2baad2d,115611,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480645.pdf,2b,converted,,44,128138,
safedocs,0480-0480647.pdf,0f8aa141dbee89229e48e7cba7a891f2324375e0df7c1ecf0d5953a9e31450c9,10741,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480647.pdf,2b,converted,,34,391396,
safedocs,0480-0480648.pdf,0f8aa4a812cc1105ede6d4909c9a57bc96ec00b0870635f9bdbd3934a628ee4f,264277,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480648.pdf,2b,converted,,91,697724,
safedocs,0480-0480649.pdf,0f8aa78229b845cbd96b060ab3161d38119e3e55ccc3901495b8d622b963592e,147477,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480649.pdf,2b,converted,,30,161557,
safedocs,0480-0480650.pdf,0f8aaad94b985ca9f417360c81a33b9759b87cc3da37b233a547a223afb1816d,483730,169,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480650.pdf,2b,converted,,64,439772,
safedocs,0480-0480651.pdf,0f8aab1928ea53de2dea00748f759627472676a21a5ab23ee000acbe3bb505be,195975,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480651.pdf,2b,converted,,52,443286,
safedocs,0480-0480654.pdf,0f8ab5e72db4fcb34bff06f6a9ccdb5cdbaf95ecf1d3beb7c15f6c0cb54eac98,64895,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480654.pdf,2b,converted,,16,73536,
safedocs,0480-0480656.pdf,0f8ab7637dc03a0658cb295c79bfbd34280fb88c56906c0801be89e9fc59198b,80044,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480656.pdf,2b,converted,,50,619908,
safedocs,0480-0480657.pdf,0f8ab8dc111d4a6a5cafd1f83ebe175c5d17d4174d42236b02847c6bdffc2841,194400,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480657.pdf,2b,converted,,40,177295,
safedocs,0480-0480658.pdf,0f8ab977ea7dfc3903c193e6f5decc6af887f999430930c3b977694787673423,59573,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480658.pdf,2b,converted,,39,442642,pass
safedocs,0480-0480661.pdf,0f8abd58ddbbe3601c8dc01d936610d332855813f4cc0d2c77c28c6bc89ee670,221184,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480661.pdf,2b,converted,,30,229625,
safedocs,0480-0480662.pdf,0f8abd61a3004debfa77499ca62f60faceb2b371aeb4206faf88f02797109392,42108,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480662.pdf,2b,converted,,25,50841,
safedocs,0480-0480664.pdf,0f8ac3b923ef60e21771dd2059dafcc3eed66e966f6c420f94be27eda7485fc2,12860,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480664.pdf,2b,converted,,52,771188,
safedocs,0480-0480665.pdf,0f8ac789a962b1bfb9738d8fd52d558cda490ccf732ef7bde4ed9c549868ec97,135962,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480665.pdf,2b,converted,,71,523728,
safedocs,0480-0480666.pdf,0f8ac81c6384ec3e3d327645dfd4c637bd472f668f1e7886c59c64f8d53c3e2e,17964,7,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480666.pdf,2b,converted,,42,518632,
safedocs,0480-0480667.pdf,f0783a533028029066ea9348e5405376eb0ac0b2d2c7c7f3318cfff87542cac9,475843,,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480667.pdf,2b,converted,,19,609179,
safedocs,0480-0480668.pdf,0f8accf1edec843030a4605dfdab8933eb188d74eb39f1d63c759ba32f787073,475738,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480668.pdf,2b,converted,,83,487757,
safedocs,0480-0480669.pdf,0f8acd9de4d1053b2d89a168274fedb8bbc4bdf07104d40e8ad0191426d42dbd,24979,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480669.pdf,2b,converted,,44,407577,
safedocs,0480-0480670.pdf,0f8acebfbfc070558eacd4315ab977f784d95f1533164552af0d786d0e319495,14557,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480670.pdf,2b,converted,,22,24026,
safedocs,0480-0480673.pdf,0f8ad2e00f9fc6338090790464e3e9fce8d4944219da878331334c05b02f8495,66200,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480673.pdf,2b,converted,,44,72129,pass
safedocs,0480-0480676.pdf,0f8adb23aba64e41e64be914bbdd133c3d77bf3bf6e587e9e188f08d2a19307c,244339,9,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480676.pdf,2b,converted,,101,804583,
safedocs,0480-0480677.pdf,0f8adbe39ea793ceb2d622c327f87ff06e42a81e086eebe2a60c7a0b80150cc0,48314,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480677.pdf,2b,converted,,25,278379,
safedocs,0480-0480680.pdf,0f8adde6f9309870ea82aa2f769285c765e9e212d59957bc756a1f366a0fcc9d,75274,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480680.pdf,2b,converted,,40,73888,
safedocs,0480-0480681.pdf,0f8adf433c445011b211474b2ed49466683c776d6d22c84b0bbebee854ac78d9,271549,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480681.pdf,2b,converted,,11,281515,
safedocs,0480-0480683.pdf,0f8ae55c226c2acd25d10b06c3d3983317850f1310fd362edb82850715a05218,230492,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480683.pdf,2b,converted,,29,192595,
safedocs,0480-0480686.pdf,0f8af0e54c93faac263803bfe9b906d29957da19182bcaca99aa4815631b5a8a,457544,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480686.pdf,2b,converted,,112,1027398,
safedocs,0480-0480690.pdf,0f8afe07726265f2483225b4d1b143847a99d652f65bfe7aef502871011afcc9,78406,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480690.pdf,2b,converted,,27,82133,
safedocs,0480-0480691.pdf,0f8afe1b94cdffc5554c6aa2262339f1dd76f198355607a8338c017ab7bf3ac7,82786,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480691.pdf,2b,converted,,90,435699,
safedocs,0480-0480692.pdf,0f8b0207102c08a9876a86e99bbaf837d594a14fef570e3c35dbef5c202e76af,18344,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480692.pdf,2b,converted,,18,145702,
safedocs,0480-0480694.pdf,0f8b034a3de63b2219add9b27542dcb87bfd08989b9d3be1b550dcfd24a2af4e,18465,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480694.pdf,2b,converted,,398,2374062,pass
safedocs,0480-0480695.pdf,0f8b035cfd6e85c7d77deca40767d4bfc82b862a4f4898165a3a8f05a9c0c8eb,139511,5,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0480.zip#member=0480695.pdf,2b,converted,,37,139385,
