tranche,file,sha256,bytes,pages,source,origin,level,result,code,ms,out_bytes,verified
safedocs,0140-0140832.pdf,048dd695742c0a5e3c2087f12a0df1611325f385993e051aa48ea969a69ffe59,61941,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140832.pdf,2b,converted,,20,72047,pass
safedocs,0140-0140833.pdf,048ddb0bb30ca6e654671e5ec675f2c235c626b5a6895ab03bfe349a81be1ecc,160271,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140833.pdf,2b,converted,,29,166764,
safedocs,0140-0140836.pdf,048de4999f4f7ccc4bcf60eb92be567d21fda68cbf4ef4819713db8cf39b50a1,258952,23,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140836.pdf,2b,converted,,77,179184,
safedocs,0140-0140837.pdf,048de4bc6a3d5d75834b8c5de4e9117fc8ea15e727e7a04723fd931c26217f4a,14454,16,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140837.pdf,2b,converted,,31,284124,
safedocs,0140-0140838.pdf,048de6d1f5117e4838589ee34520c8f68f6060da6cdefa69dd2278689b35f5d3,214512,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140838.pdf,2b,converted,,30,203163,
safedocs,0140-0140840.pdf,048deabaa7bf6e4a007b3f0189ba0b245f53be46469aae4eb213e52ee07b0dbf,21969,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140840.pdf,2b,converted,,24,146701,
safedocs,0140-0140841.pdf,048dec83e0bf228b006f7a032b5435da1697039375939facab1c9f551114cae0,17539,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140841.pdf,2b,converted,,498,2816067,
safedocs,0140-0140843.pdf,048df4b78e264a30116c1bc30104cc84d983354de4d8cba3ac300008569da753,424086,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140843.pdf,2b,converted,,156,784005,
safedocs,0140-0140845.pdf,048df9902aca1384d794168f5bf69de595e72fe5a7735b2abde88d1fd7798112,110981,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140845.pdf,2b,converted,,46,357742,
safedocs,0140-0140846.pdf,048dfbd9fea908ce8dbe784ccd07feac1cfac530342d290aaad9f88629c923d6,328037,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140846.pdf,2b,converted,,87,456149,
safedocs,0140-0140847.pdf,048dfcdaea6cbef82f4333cca2a6a3b2b3f21fcc095a103062cf924a73dbc5fa,164662,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140847.pdf,2b,converted,,59,162579,pass
safedocs,0140-0140848.pdf,048dfee15fa786aa540757e8381676e5768ec00070b89ae850618add2d26046d,107685,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140848.pdf,2b,converted,,40,341121,
safedocs,0140-0140849.pdf,048e0018dcb7c0627f8721450d1235e538da5d0ab0885031380d530213ca548e,24985,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140849.pdf,2b,converted,,37,34096,
safedocs,0140-0140850.pdf,048e0107e88d1c137eb862938e57132a6c9ed42cab2817e870ca95fc8974bbca,96967,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140850.pdf,2b,converted,,28,99922,
safedocs,0140-0140851.pdf,048e0246d4fce303606ed7aa6ed5e11287c579724acbc35ad8aed0929bb1e512,192275,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140851.pdf,2b,converted,,47,317020,
safedocs,0140-0140854.pdf,048e0d358d2a567c0db5eae8f4d750596f5a51bce2f6c5bc58887a1b10ce0c19,91085,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140854.pdf,2b,converted,,32,105070,
safedocs,0140-0140861.pdf,048e16b160322f70d994b9ccdfcedcd1a5206b47abced4144b00e58eb513553c,7738,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140861.pdf,2b,converted,,30,279087,
safedocs,0140-0140862.pdf,048e1c52bb5a36450dd1dfaa60a4cd6c770424c6dd96f02ca0948edd72f7251d,62143,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140862.pdf,2b,converted,,18,61572,
safedocs,0140-0140863.pdf,048e1fce8c23136fe1294faf766f514bf62653b850ca7e655391720ccf660a68,42864,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140863.pdf,2b,converted,,31,52004,
safedocs,0140-0140865.pdf,048e21df81224444986d330f9e6c69d6399953b00db82c1971cb4b2c9664d84e,104688,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140865.pdf,2b,converted,,10,115559,
safedocs,0140-0140866.pdf,048e249af45427236369bd9dcfd4cd8902636c7f58a14e129983e299dbb88cb5,91860,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140866.pdf,2b,converted,,37,106953,pass
safedocs,0140-0140869.pdf,048e25d8c9d8e849784fbc661a52ce424f9f2666003ec6a95b55f7a720aafd6d,291594,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140869.pdf,2b,converted,,13,302795,
safedocs,0140-0140870.pdf,048e26d42050e1087fd10f22922b65a2a3337dd4a0c3c70288f88e979779e5d6,279244,6,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140870.pdf,2b,converted,,83,785921,
safedocs,0140-0140871.pdf,048e32125522f9d2b0cea0f7e62dce0b327406f95359744e5d251fc16a0ff610,440897,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140871.pdf,2b,converted,,90,695439,
safedocs,0140-0140872.pdf,048e334908d82cda4ccfa884311bb72534f6afa790a3a20acec30b061fe17ec8,49791,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140872.pdf,2b,converted,,17,54888,
safedocs,0140-0140875.pdf,048e35ce06f71389af22f4c5385de980251326a62e48ee66c04d68c8cb16eaf0,155620,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140875.pdf,2b,converted,,29,165175,
safedocs,0140-0140876.pdf,048e36e1b6775f80a10de600883c689bfdb64829776a7a34870a74618b248747,388340,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140876.pdf,2b,converted,,52,403630,
safedocs,0140-0140878.pdf,048e3be1b8aa1530fb97d189f0f91c4233dba54c5c237b954c5a6dc0ce5bcbac,44259,19,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140878.pdf,2b,converted,,43,297236,
safedocs,0140-0140879.pdf,048e3eca32d6f974fff48f1beb62fcb150c16c461146a01aee6ab70cf27d3729,16694,21,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140879.pdf,2b,converted,,35,285603,
safedocs,0140-0140880.pdf,048e400eef236db96ae09e8e871c99b2a750e8bcc76a61fdeba3ffc9b9a0bc44,251818,5,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140880.pdf,2b,converted,,86,921224,
safedocs,0140-0140885.pdf,048e4e555ddbb47b05f51d543563f01b4806099df247596d7f2bb2bf625d5791,326590,4,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140885.pdf,2b,converted,,11,336984,pass
safedocs,0140-0140888.pdf,048e563c6e196198584947994120557f77b74f96b898a160a80d6e0d031c083c,84054,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140888.pdf,2b,converted,,10,91705,
safedocs,0140-0140889.pdf,048e588e30be19e17bfd6be14095f1b4c4b9eaf09eea1205a2df3044cbecbb20,269290,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140889.pdf,2b,converted,,34,222036,
safedocs,0140-0140890.pdf,048e5968ea69fb4c322feaa5e0637b8f52d95184523b94d4d88803ebaa1998a1,144836,20,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140890.pdf,2b,converted,,65,520992,
safedocs,0140-0140892.pdf,048e5cc26f71f4873400f7a8ce617a7237fd039a161db2735f5d87e5be653452,120583,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140892.pdf,2b,converted,,101,242287,
safedocs,0140-0140894.pdf,048e5f9cd6315c6d86ed0d03b4c29e2919b69bcd298e1926b83b10d43000b586,402464,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140894.pdf,2b,converted,,72,536838,
safedocs,0140-0140895.pdf,048e6088e853f323e6112bf47589a294f9109008a41d5f9a1f6c5815f7054bb3,487436,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140895.pdf,2b,converted,,166,386783,
safedocs,0140-0140896.pdf,048e613206b56a18d5a1198f4f44d2e6ead32f1aad59b0bd38a58a213cf86c86,468214,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140896.pdf,2b,converted,,12,475677,
safedocs,0140-0140897.pdf,048e61ac6b68f10424cd801853eb937a551879f5e20361690440e5af32a139c3,56216,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140897.pdf,2b,converted,,20,62864,
safedocs,0140-0140901.pdf,048e6a531dc0ca4798520d7b20afa8c2d9bb10010e96b1538c974a2c380421ae,285241,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140901.pdf,2b,converted,,41,248323,
safedocs,0140-0140902.pdf,048e6cb0a058b528491e3084e8a28dbd245e948847582ed0ae1926979cdbbd94,22997,5,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140902.pdf,2b,converted,,395,2875182,pass
safedocs,0140-0140903.pdf,048e6e012aa99772987ba69f4eb1259435594c2cfe084240cc438d2c67be3d54,316340,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140903.pdf,2b,converted,,67,322065,
safedocs,0140-0140904.pdf,048e6fbaf0c694ae6e836c44f5c1160a7d2c9e2dd7cf8e5344bde33295f47cfc,15859,3,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140904.pdf,2b,converted,,72,814501,
safedocs,0140-0140906.pdf,048e7524fec3ce209ce1ec194289eeebcfedce3da60eb95fefd50b660673ae03,267550,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140906.pdf,2b,converted,,59,521226,
safedocs,0140-0140908.pdf,048e7dc509053ae2d47996910213ef563a97ad4b5c753062276af45e7496800f,108918,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140908.pdf,2b,converted,,63,641050,
safedocs,0140-0140910.pdf,048e7e015af2a53e281161563f529c336e409192b8cd76fb62dc6cdaac59c997,311924,13,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140910.pdf,2b,converted,,283,1438516,
safedocs,0140-0140911.pdf,048e7eddbccdf51b76f9784e26362965a06878eb8dc7b2a9a49850ff6f1a2b6d,145088,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140911.pdf,2b,converted,,25,380033,
safedocs,0140-0140912.pdf,048e7f89062fde063fef82e72a72a9a23dc9b4f46262b337b39d58dfb5f37625,152015,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140912.pdf,2b,converted,,36,155462,
safedocs,0140-0140913.pdf,048e831f69a9241ff4aaca7b86f881e528ed2f3de66825c5a317ea67fd990f3b,81619,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140913.pdf,2b,converted,,27,86128,
safedocs,0140-0140915.pdf,048e840e5bcd750f09913c2decc0ca0cf5e10cc2206e76f40655860b010628af,70694,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140915.pdf,2b,converted,,12,77585,
safedocs,0140-0140917.pdf,048e8693688af90ee4ec760a84cd010db91594448f8eada4e1c08b6234f80c9e,97755,18,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140917.pdf,2b,converted,,199,97295,pass
safedocs,0140-0140918.pdf,048e8b8eeedab67e16957e85dadbd23c38ffd9a1d1c3216f93b50dece4cf3d30,86531,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140918.pdf,2b,converted,,63,597542,
safedocs,0140-0140919.pdf,048e8bd1f3de74dccc8e054f3f51d73b5f49b2bd8c4dbe22719cbd15060cb0fe,83141,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140919.pdf,2b,converted,,30,344962,
safedocs,0140-0140920.pdf,048e8be21ebcc5ac62fe7e167a29e4fc1c019058acea4eef2e03e65e6a6fb453,220477,24,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140920.pdf,2b,converted,,87,492688,
safedocs,0140-0140924.pdf,048e9a5195b6d81d971c9ea4fc1c2c53c232adc608d4e83c2978a1bcfb36c42c,136046,7,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140924.pdf,2b,converted,,89,767863,
safedocs,0140-0140925.pdf,048e9ac5156f510c228510861415fa827da722fb7754b9efba7ae4e3711f688d,144061,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140925.pdf,2b,converted,,56,139684,
safedocs,0140-0140926.pdf,048e9ba96c2fb25a656f3c2e504d3cd74e8294df8c61ab82a1375df3536e7c68,187177,5,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140926.pdf,2b,converted,,141,746900,
safedocs,0140-0140927.pdf,048e9c5ddfb7953b9e20f45325a441ff250a6cc665461a4f159e8e94464eeb57,74715,1,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140927.pdf,2b,converted,,20,83337,
safedocs,0140-0140928.pdf,048e9c7818de00aec280574d7852d83d198476021242cc761c7fc9c107dfe3f5,282189,2,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140928.pdf,2b,converted,,19,293243,
safedocs,0140-0140929.pdf,048ea2b9ae75cedb49fcd1c2b58f63d74554557c306e6f1ab32df414f1a9e29e,62321,,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0140.zip#member=0140929.pdf,2b,converted,,45,325373,
