tranche,file,sha256,bytes,source,origin
safedocs,0000-0000598.pdf,0004a787ae4e63b234866a1aae8fb37adaf9d95a12571e3e08195fb0e0c15a27,300504,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000598.pdf
safedocs,0000-0000599.pdf,0004a8308eea5da72762b7202859b31ba330c37d873308addd4035f91aab1a20,30757,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000599.pdf
safedocs,0000-0000600.pdf,0004a868dce81afe5ed06f062535a35fd520f1fb0c4c30cfb8bee84bb1520496,68849,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000600.pdf
safedocs,0000-0000602.pdf,0004ae662a6fa43ebe88d047ddb6788fa8cf20d63bb3945541fdd955d413115b,154044,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000602.pdf
safedocs,0000-0000604.pdf,0004b1beebc189e88092fc16b68368dd8d7411c95686c9360c3b70d6d5b69626,15690,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000604.pdf
safedocs,0000-0000606.pdf,0004bae072e96740bef9e6e362cef09d1869c2614f362aa62c78ed7a416d04f5,20705,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000606.pdf
safedocs,0000-0000607.pdf,0004bb9ae7fb929929b0d9f82d1817fb48bed86d4999f7fd127c2a7ac6d19ee1,217580,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000607.pdf
safedocs,0000-0000609.pdf,0004c1d8e842c93d83a88de3df0a72cf187f4e9407170e0fa02cdf929960a317,264979,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000609.pdf
safedocs,0000-0000610.pdf,0004c2979321ae743b66948fe8634c651c92fefe3ab15d982d9105ecda33bf3c,284108,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000610.pdf
safedocs,0000-0000611.pdf,0004c45104389caa8db5d9fd9bc416af45c1a5b03dadd2b0acaff6be9a4bb0fd,502540,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000611.pdf
safedocs,0000-0000614.pdf,0004d014bab1c0ac17de981e651b6fc4bebfe9ca329c5e68daeced5e16c8016f,327319,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000614.pdf
safedocs,0000-0000615.pdf,0004d22ab000ed6cd15c7a2c0a1717efa6cb172cc491d4cf09a3485870a6fc9f,234327,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000615.pdf
safedocs,0000-0000616.pdf,0004d366c59e4c732461cabaec06439fe1f3b47ba30661a8aa8ca1ba4fd7b321,69192,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000616.pdf
safedocs,0000-0000617.pdf,0004d7644cb0a13b91b60a69e9394e83f0b2d68bcc1ff177838f3cca812097b7,133477,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000617.pdf
safedocs,0000-0000618.pdf,0004d9efa2eca9c65d4b9f2c50d99adedbd3078df650a747da6fac687919c4b3,284918,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000618.pdf
safedocs,0000-0000619.pdf,0004dc95ba8b31d9cc343fc6fe80f0a5780ca435612a56a00b0ee026d729722b,225024,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000619.pdf
safedocs,0000-0000620.pdf,0004dc98282b36504fb693f021f567e1a3197a387885373c2759892904e3212c,104528,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000620.pdf
safedocs,0000-0000621.pdf,0004e17eba6cbc3d2d6023eaaa901c8969b787f559e882a7c1c4e81e805c9206,67805,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000621.pdf
safedocs,0000-0000623.pdf,0004e5e20bb06b1f353bc441d3373cb94088a89c9be62daffaaa2be88e534d48,200396,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000623.pdf
safedocs,0000-0000625.pdf,0004e7d78fa1c671e776589a3792734fe4dbefc9ae9c42f86af671fb371b42b9,470540,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000625.pdf
safedocs,0000-0000626.pdf,0004f06cb4d03fc513a5d3e24b7c31b2781286f1070a535b117b07a3f1f99bf1,212996,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000626.pdf
safedocs,0000-0000629.pdf,0004f7da705907c01ca02c19767743a1854e8a4f9ba3f5d5d3b76bbddc6ac342,262808,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000629.pdf
safedocs,0000-0000630.pdf,0004f881c8d761c9e6e94369e1be5c545186bf4237f642cc793f0df631e1547f,23827,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000630.pdf
safedocs,0000-0000631.pdf,0004faf91558ac6e5b8d62f6bb3404281e7c365ce7856e8f1e213ff72004b476,220951,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000631.pdf
safedocs,0000-0000633.pdf,0004fde91bf7601ac0fb10b656e7e53d9e709e3093022918b4f8c8770a69910e,463074,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000633.pdf
safedocs,0000-0000634.pdf,0004fe2afa2af0c6a3463303304487a55e6a5cf1bbf46fddce57dc81a3998dc5,165593,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000634.pdf
safedocs,0000-0000635.pdf,0004ffac1340224f46c2e58206ade929f9cf05204912960d755231e23387ce6e,268868,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000635.pdf
safedocs,0000-0000636.pdf,00050006c97a351d5f497f22cb6fc656573faf1ba9c0170ba4be3cf19e87fad7,180769,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000636.pdf
safedocs,0000-0000637.pdf,000500e91b6835769a861ff4fad373c56160e5642fc83410f390eae773b202ae,253842,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000637.pdf
safedocs,0000-0000638.pdf,000501af3ea5082ebe92565c22355539909eb0d43c62728949268902caab6bbe,251674,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000638.pdf
safedocs,0000-0000639.pdf,000502ec93f8320943a4684b8c2549969a13c8c301db814a0fb1283953702211,63281,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000639.pdf
safedocs,0000-0000640.pdf,00050313f2d707b10cd1494ce80c577522747d5907aef1264549d4a99f6ff384,407122,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000640.pdf
safedocs,0000-0000641.pdf,000503ae417e2804429af76c3110df050c621648c72161a00031f2dfc64a5706,216108,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000641.pdf
safedocs,0000-0000642.pdf,000503f26a38e7abc6ab9827f7ec8e3fd325524718776a429c4a55dab3835db5,196147,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000642.pdf
safedocs,0000-0000643.pdf,00050696398c913dbf3c13bac0f48c455735833281919d55fa88cd23054595ca,316145,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000643.pdf
safedocs,0000-0000644.pdf,00050786031f64b38df98fc23dc526ea981664cdb6cf3edce9f02dda6132160e,190638,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000644.pdf
safedocs,0000-0000645.pdf,0005089cb68ccd81879613706298bda35ba15f29ef33c2beab4a1e0bd8c04138,210957,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000645.pdf
safedocs,0000-0000647.pdf,00050ba25c297052f7bfafc49812690452f1de2cc62bd328883f27dfeaf5643e,7965,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000647.pdf
safedocs,0000-0000648.pdf,00050f99e1a3bb9fa2d64b6181df881e464631d9512a0299eac5a3f9f29b5a63,293419,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000648.pdf
safedocs,0000-0000649.pdf,00050fc180476320707eb6e013989ab91d9bc75fe31dab61cfc2f2890c516244,468610,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000649.pdf
safedocs,0000-0000652.pdf,000510fed3cbdce0974f1a5772e4b8c52b0fa55ae4c54f6afd3dca26788fd48a,41607,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000652.pdf
safedocs,0000-0000653.pdf,00051183564c221b1c3543efc64ef5949e97ba35a5dec44c830d3a2d379d7b3e,36875,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000653.pdf
safedocs,0000-0000654.pdf,000513d1a553484921c4ec2db0ca0b544c8d3224d7a889fc247d2c5907e53c9f,221919,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000654.pdf
safedocs,0000-0000655.pdf,0005141e1b99d1a7401a713e617e5d4befa4a694cd01fe0f72e0a2055f9fecc9,383930,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000655.pdf
safedocs,0000-0000656.pdf,000514b7dbd510e01a2720f206a6da03ad9e94e93292763671e05a274f315d49,249494,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000656.pdf
safedocs,0000-0000658.pdf,0005188e9f1169b5e070a528118029f46f6919aa900e88f0fe4dd4de135b56e9,136167,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000658.pdf
safedocs,0000-0000659.pdf,00051af9c5adfaedfb3b9d5ffa1d1e32b28631b4172f9500dc3b88f6d83b9f34,117038,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000659.pdf
safedocs,0000-0000660.pdf,00051bf38762c8f22bff628c39ab0b3116b168a346c0ce42dda755b4d4c86ebd,474039,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000660.pdf
safedocs,0000-0000661.pdf,00051c1ee8c1ac7cc0a08cf53ce47ee1a52c852620fafd1de29dd090ab10c76f,160587,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000661.pdf
safedocs,0000-0000663.pdf,00051fea07dd32f5cc501facf190ead0cb8c8b8a3a991f479eb82e0994b978d3,103340,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000663.pdf
safedocs,0000-0000664.pdf,0005224748248e054ea38a6049fa7b19a59dbdffe93462dde80ac65f864e4699,159428,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000664.pdf
safedocs,0000-0000665.pdf,0005254c9a932816bb6128b52db02509e878500a76f6811898ce75c79f0c9890,53051,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000665.pdf
safedocs,0000-0000666.pdf,000526f8634e17823e61d517fd82747cb6bd2a0410b4a0308d8ca4f0df2dfec9,114119,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000666.pdf
safedocs,0000-0000667.pdf,00052fa2c325fdc982adf7c68b7210906765d7b3c87902a7a78e946285e450b6,384599,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000667.pdf
safedocs,0000-0000670.pdf,0005353f2e26f8068b6cee6356a44424109a7270b25352a25c2b04faa536ce2e,500035,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000670.pdf
safedocs,0000-0000671.pdf,0005355043e2bbcda3e26fec28ee657d6e0803de181f69a687396f1e43171751,79130,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000671.pdf
safedocs,0000-0000673.pdf,00053b5b889f2be89d2294e90d7ce3cfea6a7e6af925e48b7564446a64f8f4d8,137642,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000673.pdf
safedocs,0000-0000674.pdf,00053e66bb6bb0466680324f3467f8b200b88a2338012f5daa30670b6a9aff54,118069,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000674.pdf
safedocs,0000-0000675.pdf,00053f8ac7b073bc8923d5b2941f2164a48df0e93f0e570b12f864bf9b68647b,173017,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000675.pdf
safedocs,0000-0000676.pdf,000546368ed8a977adb4e58ee73d53957d9a9c95a3648089ad06773f71768a2c,50834,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000676.pdf
safedocs,0000-0000677.pdf,000548493892a267912b28b4123df442c4a58acaba0e711932631d5c0429cd9b,77532,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000677.pdf
safedocs,0000-0000678.pdf,000549bf5a35323f8bc4c4f98f2718cba06501b2ff340aab7d896620e3af0677,375359,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000678.pdf
safedocs,0000-0000679.pdf,00054b59e1b95749ec58b4c310234789115c2fe3534a37729d5c8b152279537f,69775,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000679.pdf
safedocs,0000-0000680.pdf,c418250747a43845709b0ab955aaccdb976548ae6bac4cecf97db53896af7d6a,252375,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000680.pdf
safedocs,0000-0000681.pdf,00054f05fbd821ae8b2824358213790a13a5c8e941e0eb3372e227a2f3e9ee21,410237,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip,https://digitalcorpora.s3.amazonaws.com/corpora/files/CC-MAIN-2021-31-PDF-UNTRUNCATED/zipfiles/0000-0999/0000.zip#member=0000681.pdf
